nom,prenom,groupe,beneficiaire,adresse,descriptif,programme_budgetaire,montant
VERGNIER,Michel,SRC,"Rugby Club Guéret","Impasse du Petit Gué - 23000 GUERET",Sports,219-01,3000
VERGNIER,Michel,SRC,"Bâti et Savoir-Faire","Les Granges - BP 38 - 23500 FELLETIN",Culture,224-02,2000
VERGNIER,Michel,SRC,"Les Petits Malins Gouzon","4, avenue du Général De Gaulle - 23230 GOUZON","Vie associative Locale",163-01,1000
VERGNIER,Michel,SRC,"Otarie Club Boussaquin","Mairie - 23600 BOUSSAC",Sports,219-01,1000
VERGNIER,Michel,SRC,"La Mazière-aux-Bonshommes",Mairie,"Réfection de voirie",122-01,8000
VERGNIER,Michel,SRC,"Saint Sulpice Les Champs",Mairie,"Mise en accessibilité de la Poste",122-01,7000
VERGNIER,Michel,SRC,"La Chaussade",Mairie,"Réfection de la voie communale de Monteil",122-01,5000
VERGNIER,Michel,SRC,"La Saunière",Mairie,"Construction d’un hangar",122-01,6000
VERGNIER,Michel,SRC,"Saint Sulpice le Dunois",Mairie,"Travaux de modernisation et de mise en conformité de l’éclairage du bourg",122-01,13000
VERGNIER,Michel,SRC,"SICAGE de Chénérailles",Mairie,"Extension de la caserne des Pompiers",122-01,15000
VERGNIER,Michel,SRC,"Saint etienne de Fursac",Mairie,"Mise en accessibilité de l’Agence Postale",122-01,4000
VERGNIER,Michel,SRC,"Saint Vaury",Mairie,"Mise en accessibilité de la Poste",122-01,10000
VERGNIER,Michel,SRC,Sous-Parsat,Mairie,"Travaux d’enfouissement des lignes téléphoniques",122-01,10000
VERGNIER,Michel,SRC,Lavaufranche,Mairie,"Ravalement des façades du bâtiment de la Mairie",122-01,7000
VERGNIER,Michel,SRC,Bazelat,Mairie,"Réfection des extérieurs de l’église",122-01,10000
VERGNIER,Michel,SRC,Saint-Chabrais,Mairie,"Mise aux normes de la salle polyvalente",122-01,10000
VERGNIER,Michel,SRC,CIATE,Mairie,"Création d’une micro-crèche",122-01,10000
VERGNIER,Michel,SRC,Issoudun-Letrieix,Mairie,"Réfection de la toiture du local technique",122-01,3000
VERGNIER,Michel,SRC,Bellegarde-en-Marche,Mairie,"Trottoirs et lampadaires suite enfouissement réseaux",122-01,15000
VERGNIER,Michel,SRC,Saint-Christophe,Mairie,"Enfouissement des réseaux secs et installation de l’éclairage public au village du Masgiral",122-01,10000
VERGNIER,Michel,SRC,"CA Grand Guéret",Mairie,"Construction d’un crématorium",122-01,15000
VERGNIER,Michel,SRC,Montaigut-le-Blanc,Mairie,"Travaux de rénovation de la salle des fêtes",122-01,10000
VERGNIER,Michel,SRC,Néoux,Mairie,"Remplacement de menuiseries d’un logement locatif et de la salle des fêtes",122-01,6000
VERGNIER,Michel,SRC,Clairavaux,Mairie,"Réfection du mur du cimetière",122-01,6000
VERGNIER,Michel,SRC,Aulon,Mairie,"Effacement des réseaux dans le bourg",122-01,10000
VIALATTE,Jean-Sébastien,UMP,SIX-FOURS-LES-PLAGES,83,"l'aménagement du parvis du cinéma rue République entre la rue Pasteur et la rue du Collège",122-01,100000
VIALATTE,Jean-Sébastien,UMP,"Section cyclotourisme du CSM Seynois",,Fonctionnement,219-01,3000
VIALATTE,Jean-Sébastien,UMP,"La Seyne Basket",,Fonctionnement,219-01,3000
VIALATTE,Jean-Sébastien,UMP,"La Seyne Var Handball",,Fonctionnement,219-01,3000
VIALATTE,Jean-Sébastien,UMP,"Rugby Club Seynois",,Fonctionnement,219-01,3000
VIALATTE,Jean-Sébastien,UMP,"Tennis de table de Six-Fours",,Fonctionnement,219-01,3000
VIGIER,Philippe,UDI,"Commune de Ardelu",,"Travaux d'enfouissement de réseaux électricité et téléphone",122-01,8000
VIGIER,Philippe,UDI,"Commune de Civry",,"Réféction d'une voirie",122-01,5000
VIGIER,Philippe,UDI,"Commune de Cloyes sur Le Loir",,"Renforcement du réseau d'eau potable rue Chartraine",122-01,15000
VIGIER,Philippe,UDI,"Commune de Conie Molitard",,"Travaux de réfection cantine scolaire",122-01,5000
VIGIER,Philippe,UDI,"Commune de Fains La Folie",,"Enfouissement des réseaux rue du Château d'Eau",122-01,10000
VIGIER,Philippe,UDI,"Commune de Fresnay l'Evêque",,"Acquisition de mobilier pour la mairie",122-01,4000
VIGIER,Philippe,UDI,"Commune de Lanneray",,"Travaux église",122-01,5000
VIGIER,Philippe,UDI,"Commune de Le Gue de Longroi",,"Travaux d'aménagement de voirie 2ème tranche",122-01,6000
VIGIER,Philippe,UDI,"Commune de Le Puiset",,"Acquisition vitrines et électricité église",122-01,1400
VIGIER,Philippe,UDI,"Syndicat Intercommunal des Eaux de Montainville Boncé",,"Travaux de renforcement du réseau d'eau bourg de Montainville",122-01,10000
VIGIER,Jean-Pierre,UMP,BAINS,43,"la réfection de la voirie (programme 2014)",122-01,10000
VIGIER,Jean-Pierre,UMP,COLLAT,43,"la mise en conformité des captages",122-01,5000
VIGIER,Jean-Pierre,UMP,ESPALY-SAINT-MARCEL,43,"le remplacement des fenêtres de la mairie",122-01,10000
VIGIER,Jean-Pierre,UMP,FRUGIERES-LE-PIN,43,"l'acquisition de mobilier pour la salle polyvalente",122-01,1800
VIGIER,Jean-Pierre,UMP,"LA BESSEYRE-SAINT-MARY",43,"l'aménagement des chemins de Chanillac et de Hontes-Haut",122-01,10000
VIGIER,Jean-Pierre,UMP,LUBILHAC,43,"l'aménagement du centre bourg",122-01,10000
VIGIER,Jean-Pierre,UMP,PAULHAC,43,"l'aménagement de la cour de l'école",122-01,5000
VIGIER,Jean-Pierre,UMP,SAINTE-FLORINE,43,"la réalisation de travaux d'assainissement rue de l'Union Soviétique, rue Parasol, impasse Paul Bert et chemin du Bourguet (2ème tranche)",122-01,10000
VIGIER,Jean-Pierre,UMP,SAINTE-MARGUERITE,43,"la rénovation d'une partie des façades et de la toiture de l'église",122-01,8000
VIGIER,Jean-Pierre,UMP,SAINT-ETIENNE-SUR-BLESLE,43,"la réalisation d'importants travaux de voirie sur la Place et dans le village de Besse et l'aménagement de la voirie communale de Brugely",122-01,5000
VIGIER,Jean-Pierre,UMP,SAINT-GEORGES-D'AURAC,43,"la restauration du collatéral Nord de l'église",122-01,5000
VIGIER,Jean-Pierre,UMP,SAINT-JULIEN-D'ANCE,43,"la réfection de la toiture de l'ancienne école de Longefonds",122-01,6412
VIGIER,Jean-Pierre,UMP,SAINT-JULIEN-DES-CHAZES,43,"l'enfouissement des réseaux téléphoniques dans le bourg",122-01,5000
VIGIER,Jean-Pierre,UMP,SAINT-PRIVAT-DU-DRAGON,43,"la construction d'un local de chasse",122-01,8000
VIGIER,Jean-Pierre,UMP,SANSSAC-L'EGLISE,43,"la construction d'une salle ""nature et loisirs""",122-01,2000
VIGIER,Jean-Pierre,UMP,"SIVOM de la région de Champagnac-le-Vieux",43,"l'acquisition d'un tracteur",122-01,5000
VIGIER,Philippe,UDI,"Cloyes sur le Loir",,"Travaux de voirie",122-01,12000
VIGIER,Philippe,UDI,"Cloyes sur le Loir",,"Travaux de voirie",122-01,14000
VIGIER,Philippe,UDI,"La Chapelle d’Aunainville",,"Réfection d’une bâche incendie",122-01,2500
VIGIER,Philippe,UDI,Levainville,,"Achat mobilier bibliothèque",122-01,960
VIGIER,Philippe,UDI,"Lutz en Dunois",,"Réfection de voirie",122-01,7000
VIGIER,Philippe,UDI,Maisons,,"Réparation de la pendule de l’église",122-01,2000
VIGIER,Philippe,UDI,"Neuvy en Dunois",,"Travaux local technique",122-01,6000
VIGIER,Philippe,UDI,Nottonville,,"Achat d’un scanner- copieur",122-01,1825
VIGIER,Philippe,UDI,"Ozoir le Breuil",,"Réfection de trottoir",122-01,6000
VIGIER,Philippe,UDI,Oysonville,,"Travaux réseau eau potable",122-01,10000
VIGIER,Philippe,UDI,"Rouvray Saint Florentin",,"Renforcement des réseaux d’eau",122-01,10000
VIGIER,Philippe,UDI,"Saint Denis les Ponts",,"Salle polyvalente",122-01,10000
VIGIER,Philippe,UDI,Sancheville,,"Travaux salle des fêtes",122-01,15000
VIGIER,Philippe,UDI,Thiville,,"Installation d’un monte escaliers",122-01,4000
VIGIER,Philippe,UDI,"Thillay  Le Peneux",,"Aménagement de trottoirs",122-01,6000
VIGIER,Philippe,UDI,Trancrainville,,"Eclairage public",122-01,5000
VIGIER,Jean-Pierre,UMP,"ACCA de Pinols",,Fonctionnement,113-07,3000
VIGIER,Jean-Pierre,UMP,"ACCA de Saint Jean de Nay",,Fonctionnement,113-07,2000
VIGIER,Jean-Pierre,UMP,"ACCA de Saint Just Prés Brioude",,Fonctionnement,113-07,3000
VIGIER,Jean-Pierre,UMP,"ACCA de Saint-Cirgues",,Fonctionnement,113-07,2500
VIGIER,Jean-Pierre,UMP,"ACCA de Saint-Hilaire",,Fonctionnement,113-07,3000
VIGIER,Jean-Pierre,UMP,"ACCA de Saugues",,Fonctionnement,113-07,3000
VIGIER,Jean-Pierre,UMP,"Amicale Saint Michel Basket Ball",,Fonctionnement,219-01,3000
VIGIER,Jean-Pierre,UMP,"Association Etre et Savoir : Prévention santé",,Fonctionnement,204-12,2000
VIGIER,Philippe,UDI,"Académie Billard Club Dunois","2, rue Toufaire
28200 Chateaudun","Acquisition d'équipements",219-01,1500
VIGIER,Jean-Pierre,UMP,"Association Artistique et Culturelle de Craponne",,Fonctionnement,224-02,1500
VIGIER,Philippe,UDI,"Amicale des anciens élèves de Montainville","Mairie, 8, rue de la mairie 28150 Montainville",Fonctionnement,163-02,2000
VIGIER,Jean-Pierre,UMP,"Association Festival en Gévaudan",,Fonctionnement,224-02,5000
VIGIER,Philippe,UDI,"Association de sauvegarde du moulin de Frouville Pensier","mairie d'Ozoir le Breuil
28200 Ozoir Le Breuil","Soutien à la Fête ""800 ans de Frouvilla"" journée anniversaire du moulin",175-01,3000
VIGIER,Jean-Pierre,UMP,"Association Sportive et Culturelle de Bonnefont",,Fonctionnement,219-01,1000
VIGIER,Philippe,UDI,"Association fête d'été Châtillon en Dunois","7, place de l'Eglise 28290 Chatillon en Dunois","Soutien à la Fête d'été",224-02,2000
VIGIER,Jean-Pierre,UMP,"Comité Bouliste Départementale 43",,Fonctionnement,219-01,1000
VIGIER,Philippe,UDI,"Association La Chapelle Notre Dame de Lorette d'Arbouville","25, rue de la Soisson - Arbouville 28310 Rouvray Saint Denis","Soutien Fête de la Saint Hubert",175-01,2000
VIGIER,Jean-Pierre,UMP,"Comité Départementale Cyclisme 43",,Fonctionnement,219-01,1000
VIGIER,Philippe,UDI,"Association Loups et Confettis","9, Lieu-dit la Ferrandière 28220 Autheuil","Financement du Carnaval",131-01,2000
VIGIER,Jean-Pierre,UMP,"Confrérie de la Rapée de pommes de terres du pays de Craponne",,Fonctionnement,154-11,1000
VIGIER,Philippe,UDI,"Association Presses de Loire","104, rue du Faubourg St Jean 45000 Orléans","Lancement d'un magazine culturel bimestriel gratuit en région Centre",334-01,1000
VIGIER,Jean-Pierre,UMP,"Deves Nez en l’Air (F.F.Randonnée)",,Fonctionnement,219-01,1000
VIGIER,Philippe,UDI,"BAD Brou","Mairie, 1, place de l'hôtel de Ville 28160 Brou",Fonctionnement,219-01,1000
VIGIER,Jean-Pierre,UMP,"Fédération des Associations Sportives et Culturelles de Saint Paulien",,Fonctionnement,224-02,1000
VIGIER,Philippe,UDI,"Basket Club Pontois","1, rue des Muguets 28200 Saint Denis les Ponts","Acquisition d'équipements",219-01,2000
VIGIER,Jean-Pierre,UMP,"Festival Country Rendez Vous",,Fonctionnement,224-02,5000
VIGIER,Philippe,UDI,"Billard Club Dangeolais","19, rue de la mairie 28 160 Dangeau","Soutien à la Participation aux championnats de France par équipes",219-01,1000
VIGIER,Jean-Pierre,UMP,"FNATH section de Langeac",,Fonctionnement,157-01,1000
VIGIER,Philippe,UDI,"CLUB Philatélique de Brou","9, rue du Val Tremblay 28 120 Magny","Soutien à la Fête du timbre",334-01,1000
VIGIER,Jean-Pierre,UMP,"Football Club de Vezezoux",,Fonctionnement,219-01,1000
VIGIER,Jean-Pierre,UMP,"Action J 43",,Fonctionnement,163-02,1000
VIGIER,Philippe,UDI,"Cobra Team GE d'Auneau","43, Rue de Beauce 28800 Pré St Evroult","Achat de matériels portif",219-01,1000
VIGIER,Jean-Pierre,UMP,"Institut d’Etudes Occitanes",,Fonctionnement,224-02,3000
VIGIER,Jean-Pierre,UMP,"Association Zellidja",,Fonctionnement,163-02,1000
VIGIER,Philippe,UDI,"Comité Alnéloisdes fêtes et Spectacles","BP 31 28702 Auneau cedex","Achat de matériel de sonorisation",131-01,1000
VIGIER,Jean-Pierre,UMP,"Jeunes Agriculteurs de Haute-Loire",,Fonctionnement,154-13,2000
VIGIER,Jean-Pierre,UMP,"La Course  des tunnels",,Fonctionnement,163-01,1000
VIGIER,Philippe,UDI,"Comité des fêtes de Saint Jean","28200 Chateaudun","Soutien au Rassemblement des Rosières de France",224-02,2000
VIGIER,Jean-Pierre,UMP,"La Dentellière de Cheyrac",,Fonctionnement,224-02,1000
VIGIER,Jean-Pierre,UMP,"Les musicales du Val d'Allier",,Fonctionnement,224-02,1000
VIGIER,Philippe,UDI,"Ghost Treaders Museum","11, la Grande  Coeffardière 28160 Unverre",Fonctionnement,167-02,1000
VIGIER,Jean-Pierre,UMP,"Le Roi de l’Oiseau",,Fonctionnement,224-02,5000
VIGIER,Philippe,UDI,"LE JARDIN DE LA PREHISTOIRE","38, rue Saint Remy 28700 Auneau",Fonctionnement,175-01,2500
VIGIER,Jean-Pierre,UMP,"Motoclub de Brioude",,Fonctionnement,219-01,5000
VIGIER,Philippe,UDI,"LES CHORAULNES","50, rue des Floralies 28700 Auneau",Fonctionnement,131-01,1000
VIGIER,Jean-Pierre,UMP,Musikado,,Fonctionnement,224-02,1000
VIGIER,Philippe,UDI,"Moto Club de Brou","51, rue de Châteaudun 28160 Brou",Fonctionnement,219-01,2000
VIGIER,Jean-Pierre,UMP,"REAGIR 43",,Fonctionnement,106-03,3000
VIGIER,Philippe,UDI,"OGEC Saint Joseph Arrou","Grande rue 28290 Arrou","Travaux à l'école St Joseph",141-12,2000
VIGIER,Jean-Pierre,UMP,"Sporting Club Brivadois section Rugby",,Fonctionnement,219-01,1000
VIGIER,Philippe,UDI,"Société Dunoise d'Archéologie","2, cloitre Saint Roch 28200 Chateaudun","Manifestations pour le 150ème anniversaire de l'association",175-09,3000
VIGIER,Philippe,UDI,"Tir Dunois","43, rue de Brou 28200 Chateaudun","Achat d'une cible électronique",219-01,2000
VIGNAL,Patrick,SRC,"Pléiades Emplois Services Hérault","164 rue des Albatros – 34000 Montpellier","Développer le service à la personne",102-02,5000
VIGNAL,Patrick,SRC,"Sens de vie","194 rue Courte Oreille 34 000 Montpellier","Carnaval de la biodiversité",113-07,5500
VIGNAL,Patrick,SRC,"Association Sports et Culture Municipaux de Saint-Just (ASCM)","2 Avenue Gabriel Péri, 34400 Saint-Just","Dév et encadrement des activités Sport et Culturel St JUST",224-02,5000
VIGNAL,Patrick,SRC,"SOS Rétinite","276 impasse de la Baume 34 000 Montpellier","Recherche Ophtalomologie",204-11,10000
VIGNAL,Patrick,SRC,"Claquettes en vogue","3 rue d'Oran 34070 Montpellier","Activités Claquettes",219-01,6000
VIGNAL,Patrick,SRC,"Association La Penà deï Clapas","3024 avenue Albert Einstein 34000 montpellier","Favoriser l'enseignementet la  pratique de la musique",224-02,1000
VIGNAL,Patrick,SRC,H2M,"373 rue de Gênes, Bat 6 appt78 34 080 Montpellier","Amélioration en faveur de l'emploi",102-02,20000
VIGNAL,Patrick,SRC,"FFCC - Ligue Régionale de Languedoc-Roussillon","485 Rue Aimé Orand 30 000 Nîmes",Fonctionnement,219-01,10000
VIGNAL,Patrick,SRC,"Développement solidaire Durable","603 rue du Pont Trinquat 34070 Montpellier",Fonctionnement,304-12,5159
VIGNAL,Patrick,SRC,"Régie d'emplois et de service du Pays de Lunel","71 rue de l'Industrie 34400 Lunel","Actions insertions prof.",102-02,20000
VIGNAL,Patrick,SRC,APS34,"912 avenue de la Croix Verte Miniparc 34 090 Montpellier","Médiation quartiers",163-02,10000
VIGNAL,Patrick,SRC,"Union Taurine Melgorienne","Café du Midi, place de la Libération, 34130 Mauguio","Traditions taurines",224-02,2500
VIGNAL,Patrick,SRC,ASPTT,"Complexe sportif Léon Cazal, 237 route de Vauguières - 34000 Montpellier","Activités Sportives",219-01,8000
VIGNAL,Patrick,SRC,"Emmaüs Saint-Aunès","La Vieille Cadoule, 34130 Saint-Aunès",Fonctionnement,177-11,10000
VIGNAL,Patrick,SRC,PSC,"Mustapha Salih 64 rue d'Astier de la Vigerie 34000 Montpellier","Soutien scolaire, foot et accompagenement des jeunes.",219-01,3000
VIGNAL,Patrick,SRC,Valergues,"Hôtel de Ville - Place de l'Horloge - 34130 Valergues","Rénovation Equipement Sportif",122-01,5841
VILLAIN,François-Xavier,UDI,Banteux,,"Voirie rue Carrier",122-01,12000
VILLAIN,François-Xavier,UDI,Bantouzelle,,"Aménagement de sécurité école et mairie",122-01,6000
VILLAIN,François-Xavier,UDI,"Beaumont en Cambresis",,"Aménagement place de l'église",122-01,12000
VILLAIN,François-Xavier,UDI,Busigny,,"informatique école",122-01,4000
VILLAIN,François-Xavier,UDI,Canoncles,,"travaux de menuiserie école et mairie",122-01,7500
VILLAIN,François-Xavier,UDI,Caullery,,"voiries de toute la commune",122-01,12000
VILLAIN,François-Xavier,UDI,Cuvilliers,,"réfection des trottoirs",122-01,13000
VILLAIN,François-Xavier,UDI,Doignies,,"voirie travaux de sécurité",122-01,6000
VILLAIN,François-Xavier,UDI,Gouzeaucourt,,"salle des fêtes : travaux de sécurité et économie d'énergie",122-01,5000
VILLAIN,François-Xavier,UDI,"Honnecourt sur Escaut",,"travaux isolation école",122-01,4330
VILLAIN,François-Xavier,UDI,Iwuy,,"travaux aménagement de l'école Duruy",122-01,6000
VILLAIN,François-Xavier,UDI,"La Groise",,"mobilier école",122-01,2000
VILLAIN,François-Xavier,UDI,"Ligny en Cambresis",,"travaux sécurité église",122-01,10000
VILLAIN,François-Xavier,UDI,"Neuville Saint-Rémy",,"vidéo protection",122-01,10000
VILLAIN,François-Xavier,UDI,"Noyelles sur Escaut",,"deux TBI pour l'école",122-01,4000
VILLAIN,François-Xavier,UDI,"Rejet de Beaulieu",,"volets école",122-01,2000
VILLAIN,François-Xavier,UDI,Sancourt,,"restauration église",122-01,10000
VILLAIN,François-Xavier,UDI,"Thun Saint-Martin",,"rénovation église",122-01,6000
VILLAIN,François-Xavier,UDI,"Projets en Action","Université La Foret
6 rue de Rambouillet
59400 Cambrai","Voyage d'études",231-03,1500
VILLAIN,François-Xavier,UDI,"Foyer socio Educatif
collège Jean Moulin Iwuy","Foyer socio Educatif
collège Jean Moulin Iwuy
59141 Iwuy","Achat de livres",141-06,1000
VILLAUMÉ,Jean-Michel,SRC,"COMMUNE D'ABELCOURT","17, Grande Rue 70300 ABELCOURT","Mise en sécurité et réduction de la chausée. Réfection des trottoirs",122-01,7000
VILLAUMÉ,Jean-Michel,SRC,"COMMUNE DE SAINT SAUVEUR","2 rue du Maréchal Lyautey 70300 SAINT SAUVEUR","Travaux de mise en conformité du chauffage de l'église",122-01,10000
VILLAUMÉ,Jean-Michel,SRC,"COMMUNE DE CHASSEY LES MONTBOZON","Mairie Place de la Mairie 70230 CHASSEY LES MONTBOZON","Restauration d'une fontaine communale",122-01,3000
VILLAUMÉ,Jean-Michel,SRC,"SIVU DU POLE EDUCATIF DU MONT DE VANNES","Mairie Place de la Mairie 70270 SAINT BARTHELEMY","Acquisition de matériel informatique",122-01,5000
VILLAUMÉ,Jean-Michel,SRC,"COMMUNE DE MONTJUSTIN ET VELOTTE","Place des frères Doillon 70110 MONTJUSTIN ET VELOTTE","Réfection du chemin des Grands Champs et de la voie d'Arpenans",122-01,6000
VILLAUMÉ,Jean-Michel,SRC,"COMMUNE DE CHAMPEY","12 rue de la Mairie 70400 CHAMPEY","Acquisition de mobilier pour la salle polyvalente",122-01,5000
VILLAUMÉ,Jean-Michel,SRC,"COMMUNE DE EHUNS","13, rue de la Fontaine 70300 EHUNS","Travaux d'assainisssement et création d'une station d'épuration",122-01,10000
VILLAUMÉ,Jean-Michel,SRC,"COMMUNE D'ECHENANS SOUS MONT VAUDOIS","2 Grande Rue 70400 ECHENANS SOUS MONT VAUDOIS","Travaux de sécurisation de l'entrée du village",122-01,8000
VILLAUMÉ,Jean-Michel,SRC,"COMMUNE DE COURCHATON","2 rue de la Madeleine 70110 COURCHATON","Sécurisation des accès école et périscolaire",122-01,10000
VILLAUMÉ,Jean-Michel,SRC,"SIVU ENTRE COLOMBINE ET DURGEON","27 Grande Rue 70240 SAULX","Aménagement d'une aire de jeux à l'école de Saulx",122-01,5000
VILLAUMÉ,Jean-Michel,SRC,"COMMUNE DE LA BARRE","3 Grande Rue 70190 LA BARRE","Rénovation toiture et isolation des murs de la salle des fêtes",122-01,4500
VILLAUMÉ,Jean-Michel,SRC,"COMMUNE DE HAUT DU THEM CHÂTEAU LAMBERT","3 rue de la Vierge 70440 HAUT DU THEM CHÂTEAU LAMBERT","Restauration de l'autel et du retable de l'église communale",122-01,3000
