nom,prenom,groupe,beneficiaire,adresse,descriptif,programme_budgetaire,montant
VALTER,Clotilde,SRC,BEAUMAIS,,"réfection voirie sur RD 148",122-01,14300
VALTER,Clotilde,SRC,"ST MARTIN MESNIL OURY",,"consolidation,extension mairie",122-01,18000
VANNSON,François,UMP,BUSSANG,88,"l'élargissement et le renforcement de la route de la Hutte (programme 2013)",122-01,35000
VANNSON,François,UMP,GERARDMER,88,"la réfection de la toiture du casino (tranche 2014)",122-01,10000
VANNSON,François,UMP,"A.A.P.P.M.A SAULXURES",,Fonctionnement,205-06,2000
VANNSON,François,UMP,JARMENIL,88,"la rénovation du réseau d'eau potable de la Grand'Rue",122-01,10000
VANNSON,François,UMP,A.I.T.H.E.X,,Fonctionnement,102-02,1500
VANNSON,François,UMP,"LE SYNDICAT",88,"l'acquisition d'un véhicule utilitaire pour les services techniques",122-01,14500
VANNSON,François,UMP,"Aéroclub vosgien",,Fonctionnement,219-01,1000
VANNSON,François,UMP,RAMONCHAMP,88,"la réalisation de travaux de voirie (programme 2013)",122-01,6000
VANNSON,François,UMP,"Amicale des Donneurs de sang bénévoles de la Haute-Moselle",,Fonctionnement,204-17,1500
VANNSON,François,UMP,ASRHV,,Fonctionnement,219-01,2000
VANNSON,François,UMP,"ASRHV Le Thillot Animations",,Fonctionnement,219-01,1500
VANNSON,François,UMP,"Association Fraternité sans Frontières",,Fonctionnement,177-11,1500
VANNSON,François,UMP,"Basse sur le Rupt Ski nordique",,Fonctionnement,219-01,3000
VANNSON,François,UMP,"Club radio des Ballons",,Fonctionnement,313-03,3000
VANNSON,François,UMP,"Comité des Fêtes et des Promenades de Rochesson",,Fonctionnement,224-02,3000
VANNSON,François,UMP,"Comité Régional du Massif des Vosges",,Fonctionnement,219-01,2000
VANNSON,François,UMP,CONCERTOUR,,Fonctionnement,224-02,2500
VANNSON,François,UMP,"Cornimont BMX",,Fonctionnement,219-01,2000
VANNSON,François,UMP,"Courir sur les Légendes",,Fonctionnement,219-01,1500
VANNSON,François,UMP,"Football Club Saulxures/Moselotte Thiefosse",,Fonctionnement,219-01,2000
VANNSON,François,UMP,"Groupe Culture et Loisirs",,Fonctionnement,224-02,1500
VANNSON,François,UMP,"Harmonie Jeanne d'Arc",,Fonctionnement,224-02,1500
VANNSON,François,UMP,I.C.A.R.E,,Fonctionnement,209-02,1000
VANNSON,François,UMP,"La Val d'Ajolaise Basket",,Fonctionnement,219-01,2000
VANNSON,François,UMP,"Le Jardin des Liens",,Fonctionnement,177-11,1500
VANNSON,François,UMP,"Les Z'amis de l'école",,Fonctionnement,214-01,1500
VANNSON,François,UMP,"Maison des Lycéens",,Fonctionnement,230-01,1000
VANNSON,François,UMP,Oxygène,,Fonctionnement,106-01,1500
VANNSON,François,UMP,"Show devant Théâtre",,Fonctionnement,224-02,1500
VANNSON,François,UMP,"Skieurs de Saint Maurice sur Moselle",,Fonctionnement,219-01,2000
VANNSON,François,UMP,"Société de Chasse de Tendon",,Fonctionnement,113-07,2000
VANNSON,François,UMP,"Société des Fêtes",,Fonctionnement,224-02,2000
VANNSON,François,UMP,"Société Omnisports Le Bressaude",,Fonctionnement,219-01,3000
VANNSON,François,UMP,"Terre et Découvertes",,Fonctionnement,209-02,1000
VANNSON,François,UMP,"Titan Divertissements",,Fonctionnement,224-02,2000
VANNSON,François,UMP,"Vélo Sport Géromois",,Fonctionnement,219-01,2000
VANNSON,François,UMP,"Vosges Loisirs Video",,Fonctionnement,224-02,1000
VAUTRIN,Catherine,UMP,"Commune de Vrigny",,"Réfection de voiries",122-01,30000
VAUTRIN,Catherine,UMP,"Commune de Montigny sur Vesle",,"Réfection de voiries",122-01,30000
VAUTRIN,Catherine,UMP,"Commune de Reims",,"Restauration d'une stèle commémorative cimetière de l'Ouest",122-01,3510
VAUTRIN,Catherine,UMP,"Commune de Reims",,"Pose de bancs en pierre Louise Michel",122-01,4880
VAUTRIN,Catherine,UMP,"Commune de Magneux",,"Assainissement eaux pluviales rue de la Cour",122-01,13500
VAUTRIN,Catherine,UMP,"Commune d'Ecueil",,"Restauration du gué",122-01,24500
VAUTRIN,Catherine,UMP,"Commune de Saint Gilles",,"Travaux de voirie",122-01,10000
VAUTRIN,Catherine,UMP,"Commune de Fismes",,"Réhabilitation d'un bâtiment municipal",122-01,30000
VAUTRIN,Catherine,UMP,"Commune de Crugny",,"Réfection de la voirie rue Haute",122-01,26500
VAUTRIN,Catherine,UMP,"Espace Rencontre Le Creuset",,"Aménagement de locaux de réception pour public très fragile et acquisition d'un véhicule pour présenter l'enfant dans un lieu carcéral",106-03,15000
VAUTRIN,Catherine,UMP,"Association Noël Paindavoine",,"Réhabilitation des locaux",163-02,25000
VAUTRIN,Catherine,UMP,"Fédération Intercampus",,"Projet d'épicerie sociale à destination des étudiants (AGORAé)",177-11,2500
VAUTRIN,Catherine,UMP,"Avenir Jeunes Reims",,"Travaux de réhabilitation et d'aménagement du centre de formation",163-02,15000
VAUTRIN,Catherine,UMP,"Ordre de Malte - délégation de la Marne",,"Acquisition d'un véhicule pour des actions de solidarité et de transport de secouristes",157-01,2500
VAUZELLE,Michel,SRC,"Secours Populaire Miramas","18 rue Gabriel Péri, 13140 Miramas","aide aux populations victimes de la précarité et de la pauvreté",177-14,4000
VAUZELLE,Michel,SRC,"Secours Populaire Saint-Martin de Crau","20 rue des Compagnons 13310 Saint-Martin de Crau","aide aux populations victimes de la précarité et de la pauvreté",177-14,4000
VAUZELLE,Michel,SRC,"Resto du Cœur Miramas","Place du Foirail
Quartier de la Carraire
13140 Miramas","Aide alimentaire",304-14,4000
VAUZELLE,Michel,SRC,"Emmaus Arles","Route des Saintes-Maries de la Mer, Mas De La Triquette 13200, Arles","emploi et insertion, hébergement, lutte contre le mal-endettement",177-14,4000
VAUZELLE,Michel,SRC,"Croix Rouge Arles","SAAD PRESTATAIRE DES BOUCHES DU RHONE -ANTENNE D'ARLES. 77 Avenue Stalingrad Bloc 1 13200 ARLES","La Croix Rouge Arles gère le les implantations croix-rouge dans les communes suivantes : Arles - Boulbon - Fontvieille -
Tarascon - Mas Blanc des Alpilles -  Saintes Maries de la mer - Saint Etienne du Grès - Saint Martin de Crau - Saint Pierre de Mézoagues.",204-14,4000
VAUZELLE,Michel,SRC,"SAINT-ETIENNE DU GRES","Hôtel de Ville - Place de la Mairie 13103 ST ETIENNE DU GRES. Maire : Robert del Testa","Réaménagement et mise en conformité des arènes communales.",122-01,10000
VAUZELLE,Michel,SRC,"MAS-BLANC LES ALPILLES","Hôtel de Ville - Route Nationale 99 13103 - Mas-Blanc-des-Alpilles.  Maire: Monsieur Laurent GESLIN","Achat de jeux éducatifs pour les enfants. Ces jeux seront installés dans un Parc.",122-01,7000
VAUZELLE,Michel,SRC,ARLES,"Hôtel de ville, BP 90 196, 13637 Arles cedex. Maire : Hervé Schiavetti","travaux d'aménagement de l'ancien collège Mistral en pôle associatif",122-01,31000
VAUZELLE,Michel,SRC,"SAINT-MARTIN DE CRAU","Hôtel de Ville, place du docteur Bagnaninghi, BP 50001, 13558 Saint Martin de Crau Cedex Maire : Claude Vulpian","travaux d'aménagement du centre culturel",122-01,25000
VAUZELLE,Michel,SRC,MIRAMAS,"Hôtel de Ville, place Jean Jaurès, 13140 Miramas Maire: Frédéric Vigouroux","Remplacement des éclairages dans un des gymnases de la Ville.",122-01,12500
VAUZELLE,Michel,SRC,"Association Arles-Sagné","16, Rue Jean Hétitier 13 200 ARLES","Humanitaire en Mautitanie (jumelage-coopération), intervention dans les écoles et les centres sociaux de la Commune d'Arles, organisation d'expositions, conférences, rencontres…",209-02,2000
VAUZELLE,Michel,SRC,"Asssociation Afrique en Vie","29, Rue de Chartrouse                                                                                                                                                                                                                                                                                                                13200 ARLES","Développement local des populations du Maghreb et d'Afrique de l'Ouest, développer les actions de lutte contre l'exclusion et la précarité des populations originaires de ces régions établies dans la circonscription + préserver le lien social + dispositifs d'aide à l'emploi. L'association permet à une dizaine de personne (à ce jour) d'origines diverses de bénéficier d'une acitivité et donc de revenus",209-02,2500
VAUZELLE,Michel,SRC,"Union des nageurs arlésiens","149 Maison de la Vie Associative, 3 Boulevard des Lices, 13200 ARLES","Aide au fonctionnement du Club pour l'année 2014 (développer l'école de natation, embauche d'éducateurs qualifiés…)",219-01,3000
VAUZELLE,Michel,SRC,"Resto du cœur Saint-Martin de Crau","2 rue Joseph d'Arbaud, Le Mas Boussard, 13310 Saint Martin de Crau","Aide alimentaire",304-14,4000
VAUZELLE,Michel,SRC,"Resto du cœur Arles","rue de l'Aqueduc Romain, 13200 Arles","Aide alimentaire",304-14,4000
VAUZELLE,Michel,SRC,"Association Petit à Petit","Maison de la vie associative – 3 bd des lices - 13200 ARLES","Coopération, accompagnement social, travail avec communauté gitane - thématique : le mieux vivre-ensemble.",177-11,2000
VAUZELLE,Michel,SRC,"Secours Populaire Arles","1 avenue de Hongrie 13200 Arles","Louer un nouveau local (bail actuel se termine au printemps 2014 + gros problèmes de cambriolages…)",177-14,4000
VÉRAN,Olivier,SRC,"Domicile Inter- Générations Isérois","1, place de Metz 38000 Grenoble","personnes âgées / intergénérationnel",157-05,2000
VÉRAN,Olivier,SRC,"Les Restaurants et relais du cœur de l'Isère","1, rue de la Gare 38950 Saint Martin le vinoux",solidarité,304-14,5000
VÉRAN,Olivier,SRC,"Alcool Assistance","10, rue des messageries 75010 paris",santé/jeunesse,204-12,3000
VÉRAN,Olivier,SRC,"Issue de Secours - Rialto Sos Femmes 38","106, cours de la libération 38100 Grenoble","protection de la femme",137-11,4000
VÉRAN,Olivier,SRC,"Association de la Communauté Algérienne de Grenoble","115, avenue Jean Perrot 38100 Grenoble","culture/ citoyenneté",163-01,2000
VÉRAN,Olivier,SRC,"Autisme Besoin d'apprendre Isère","12, place de la libérté à Saint Martin d'Hères",handicap,157-04,7500
VÉRAN,Olivier,SRC,"Association Grenobloise d'Aide à la Recherche en Oncologie","13, rue de Chamrousse 38100 Grenoble",santé,204-12,3000
VÉRAN,Olivier,SRC,"La Marelle","17, rue rené Cassin 38100 Grenoble","petite enfance",106-01,2500
VÉRAN,Olivier,SRC,"Médecins du monde","19 rue René Thomas 38 000 Grenoble",santé,204-12,5000
VÉRAN,Olivier,SRC,"Jumeaux et plus de l'Isère","23, rue Victor Hugo 38430 Moirans","petite enfance/ famille",106-01,2000
VÉRAN,Olivier,SRC,"Maison de l'Enfance Teisseire","4 Rue Gaston Letonnelier
38100 Grenoble",education/culture,163-02,7000
VÉRAN,Olivier,SRC,"La Fabrique Opéra","6, rue Beyle Stendhal 38000 Grenoble",culture,224-02,5000
VÉRAN,Olivier,SRC,"Ecole de la Paix","7, rue Très cloitres 38000 Grenoble","culture / numérique",224-02,5000
VÉRAN,Olivier,SRC,"Meylan Escime","Chemin de la Revirée  38240 Meylan",sport,219-01,3000
VÉRAN,Olivier,SRC,"Collectif des habitants de jouhaux","Chez Jouda Bardi 76 rue léon Jouhaux 38100 Grenoble","promotion des femmes/emploi",137-11,1500
VÉRAN,Olivier,SRC,"Association pour la Promotion de la Santé Villageoise au Tchad","Chez Mme Paule Ducrot 3, allée des Etreires 38240 Meylan",humanitaire,209-02,7500
VÉRAN,Olivier,SRC,"Sappeyrlipopette _ ACEPP 38","La Place 38700 Le Sappey en Chartreuse","petite enfance",106-01,1500
VÉRAN,Olivier,SRC,"Debout jusqu'au bout","LFPA Saint Laurent, 56, rue Saint Laurent 38000 Grenoble",intergénérationnel,157-05,1000
VÉRAN,Olivier,SRC,"Association Mosaïque des acteurs du quartier Tres-Cloitres","Maison des Habitants, 2 rue du vieux Temple 38000 Grenoble","vie associative locale/cadre de vie",163-01,2000
VÉRAN,Olivier,SRC,"Commune de Grenoble","Hôtel de ville - 11, Boulevard Jean Pain - 38000 Grenoble","Aménagement du Square Commandant Perreau",122-01,20500
VÉRAN,Olivier,SRC,"Commune de La Tronche","Hôtel de ville- 74, Grande Rue - 38700 LA TRONCHE","Aménagement des espace publics de la Grande Tronche",122-01,14000
VÉRAN,Olivier,SRC,"Commune de Bernin","Maire- 496 RD 1090- Cidex 36
38190 BERNIN","Construction de 2 courts de tennis couverts",122-01,13000
VÉRAN,Olivier,SRC,"Commune de Corenc","Mairie - 18, avenue Condamine
38700 CORENC","Refection de la chaufferie de l'ecole primaire Montfleury",122-01,13000
VERCAMER,Francis,UDI,Wasquehal,,"réfection du clocher de l'église",122-01,20000
VERCAMER,Francis,UDI,Leers,,"réfection vitraux de l'église St-Vaast",122-01,20000
VERCAMER,Francis,UDI,Hem,,"création d'allées en enrobée au cimetière",122-01,13864
VERCAMER,Francis,UDI,Lannoy,,"Extension du système de vidéo protection",122-01,10000
VERCAMER,Francis,UDI,Toufflers,,"mise en sécurité des utilisateurs des installations sportives",122-01,10000
VERCAMER,Francis,UDI,"Iris Club de Croix","complexe sportif Henri Seigneur, bd Emile Zola, 59170 Croix",Fonctionnement,219-01,20000
VERCAMER,Francis,UDI,"club pongiste Lyssois","complexe jules ferry, rue gambetta, 59390 lys-lez-lannoy",Fonctionnement,219-01,6000
VERCAMER,Francis,UDI,N'didance,"72-74 rue royale, 59000 Lille",Fonctionnement,131-01,5000
VERCAMER,Francis,UDI,"Pétanque Club","2 bis, rue racine, 59510 hem",Fonctionnement,219-01,2000
VERCAMER,Francis,UDI,"Harmonie Lys et Lannoy","c, rue des remparts,
59390 Lannoy",Fonctionnement,131-01,2000
VERCAMER,Francis,UDI,"Les restaurants du cœur - les relais du cœur de la région lilloise","101, rue charles Catermant, 59150 Wattrelos",Fonctionnement,304-14,2000
VERCAMER,Francis,UDI,L'Aventure,"27, rue des écoles,
9510 hem",Fonctionnement,224-02,5000
VERCAMER,Francis,UDI,"Association des français rapatriés d'Afrique du Nord (AFRAN)","630, avenue des Nations- Unies, 59100 Roubaix",Fonctionnement,167-02,5000
VERCAMER,Francis,UDI,EPAJ59,"22, rue de Wattiessart",Fonctionnement,157-04,2000
VERCAMER,Francis,UDI,"Club des randonneurs de Toufflers","56, rue de l'église, 59390 Toufflers",Fonctionnement,219-01,1000
VERCAMER,Francis,UDI,"Tennis de table Toufflers","Complexe sportif, Salle Jean Devys, 60 rue des écoles, 59390 Toufflers",Fonctionnement,219-01,1970
VERCAMER,Francis,UDI,"Toufflers Athletic Football","Place de la république, 59390 Toufflers",Fonctionnement,219-01,1000
VERCAMER,Francis,UDI,"Centre de rencontres et d'animations lannoyennes (Club des ainés de Lannoy)","31 rue des remparts, 59390 Lannoy",Fonctionnement,157-05,1000
VERCAMER,Francis,UDI,"Club informatique de Toufflers","61, rue de l'église, 59390 Toufflers",Fonctionnement,186-03,1496
VERCAMER,Francis,UDI,"Judo Club Lyssois","77, rue de Colisée,
59390 Lys-lez lannoy",Fonctionnement,219-01,2000
VERCAMER,Francis,UDI,"A.L.C Evenements","18, avenue du Parc des sports, 59930 Lys Lez Lannoy",Fonctionnement,334-01,3000
VERCHÈRE,Patrice,UMP,COURS-LA-VILLE,69,"la rénovation du sol de la salle de basket du complexe sportif Paul Vallier",122-01,25000
VERCHÈRE,Patrice,UMP,LAMURE-SUR-AZERGUES,69,"la rénovation des courts de tennis (2ème tranche)",122-01,7000
VERCHÈRE,Patrice,UMP,"4L Trophy",,Fonctionnement,209-02,1000
VERCHÈRE,Patrice,UMP,"Académie Napoléon",,Fonctionnement,224-02,1000
VERCHÈRE,Patrice,UMP,"Ainés ruraux du 69",,Fonctionnement,157-05,7000
VERCHÈRE,Patrice,UMP,"AMMP (biennale musique Ville Jarnioux)",,Fonctionnement,224-02,1000
VERCHÈRE,Patrice,UMP,"AS Valsonne",,Fonctionnement,219-01,1000
VERCHÈRE,Patrice,UMP,"Association animations et culture tourelloises",,Fonctionnement,224-02,2500
VERCHÈRE,Patrice,UMP,"Association des amis de l’ordre de Saint André",,Fonctionnement,175-01,5000
VERCHÈRE,Patrice,UMP,"Association Père Bernard",,Fonctionnement,139-09,2500
VERCHÈRE,Patrice,UMP,"AST Basket",,Fonctionnement,219-01,2000
VERCHÈRE,Patrice,UMP,"Baldagos moto Club",,Fonctionnement,219-01,2000
VERCHÈRE,Patrice,UMP,"Centre Pratique Musicale",,Fonctionnement,224-02,1000
VERCHÈRE,Patrice,UMP,"Chasse CLV",,Fonctionnement,113-07,3500
VERCHÈRE,Patrice,UMP,"Chasse La Ville",,Fonctionnement,113-07,3500
VERCHÈRE,Patrice,UMP,"Chasse Saint Bonnet le Troncy",,Fonctionnement,113-07,1000
VERCHÈRE,Patrice,UMP,"Chasse Thel",,Fonctionnement,113-07,1000
VERCHÈRE,Patrice,UMP,"Club des chiffres et des lettres Tarare",,Fonctionnement,224-02,1000
VERCHÈRE,Patrice,UMP,"Club sportif Cublize Boule vitale",,Fonctionnement,219-01,1000
VERCHÈRE,Patrice,UMP,"Comité des fêtes de Cublize",,Fonctionnement,224-02,1000
VERCHÈRE,Patrice,UMP,"Comité Fêtes Meaux la Montagne",,Fonctionnement,224-02,1000
VERCHÈRE,Patrice,UMP,"Dichka et Cie",,Fonctionnement,224-02,1000
VERCHÈRE,Patrice,UMP,"Echo Beauvallon",,Fonctionnement,224-02,2000
VERCHÈRE,Patrice,UMP,"Ecole Jeanne d’Arc Lentilly",,Fonctionnement,139-09,2000
VERCHÈRE,Patrice,UMP,"Ecole musique La Tour de salvagny",,Fonctionnement,224-02,1000
VERCHÈRE,Patrice,UMP,"Ecole ND des Roches St Romain",,Fonctionnement,139-09,2000
VERCHÈRE,Patrice,UMP,"Ecole Saint Vérand",,Fonctionnement,219-01,1000
VERCHÈRE,Patrice,UMP,"Ecole SainteEva Les Olmes",,Fonctionnement,139-09,3000
VERCHÈRE,Patrice,UMP,"Entraide tararienne",,Fonctionnement,157-05,2500
VERCHÈRE,Patrice,UMP,"Epicerie sociale Tarare",,Fonctionnement,304-14,1500
VERCHÈRE,Patrice,UMP,"Evasion et Loisirs pour Tous",,Fonctionnement,106-03,3000
VERCHÈRE,Patrice,UMP,"Fête du Beaujolais Gourmand",,Fonctionnement,134-21,12000
VERCHÈRE,Patrice,UMP,"Foyer rural du soanan",,Fonctionnement,224-02,1000
VERCHÈRE,Patrice,UMP,"Foyer socio éducatif du Collège de Châtillon",,Fonctionnement,230-01,1000
VERCHÈRE,Patrice,UMP,"FSE François Brossette",,Fonctionnement,230-01,1500
VERCHÈRE,Patrice,UMP,"GRAHA Amplepuis",,Fonctionnement,175-09,1000
VERCHÈRE,Patrice,UMP,"Histoire et patrimoine tourellois (JP)",,Fonctionnement,224-02,1000
VERCHÈRE,Patrice,UMP,"Inactus ECE INSEEC",,Fonctionnement,231-01,1000
VERCHÈRE,Patrice,UMP,"Inter-Val Chorale",,Fonctionnement,224-02,1000
VERCHÈRE,Patrice,UMP,"L’Arbre à Palabre",,Fonctionnement,106-01,1000
VERCHÈRE,Patrice,UMP,"La Boule ronzynoise",,Fonctionnement,219-01,1000
VERCHÈRE,Patrice,UMP,"Le Chaudron du Cœur",,Fonctionnement,106-01,1000
VERCHÈRE,Patrice,UMP,"Les Aiglonnes de CLV",,Fonctionnement,219-01,1000
VERCHÈRE,Patrice,UMP,"Les Oisillons de Ravatel",,Fonctionnement,140-01,1000
VERCHÈRE,Patrice,UMP,MUADIR,,Fonctionnement,167-02,2000
VERCHÈRE,Patrice,UMP,"ND La Roche",,Fonctionnement,175-01,1000
VERCHÈRE,Patrice,UMP,"OGEC Sainte Anne Pontcharra",,Fonctionnement,139-09,3000
VERCHÈRE,Patrice,UMP,"OGEC St Joseph (Champagne)",,Fonctionnement,139-09,1000
VERCHÈRE,Patrice,UMP,"OGEC Ste. Thérèse",,Fonctionnement,139-09,6000
VERCHÈRE,Patrice,UMP,"P2 Théatre",,Fonctionnement,131-01,2000
VERCHÈRE,Patrice,UMP,"Patrimoine Haut Beaujolais",,Fonctionnement,224-02,2000
VERCHÈRE,Patrice,UMP,"Retraités GN",,Fonctionnement,157-05,1000
VERCHÈRE,Patrice,UMP,"Rotary Tarare",,Fonctionnement,177-11,1500
VERCHÈRE,Patrice,UMP,"Scouts Ecully",,Fonctionnement,163-02,1000
VERCHÈRE,Patrice,UMP,"SCT Rugby",,Fonctionnement,219-01,1500
VERCHÈRE,Patrice,UMP,"Secteur bouliste Tarare",,Fonctionnement,219-01,1500
VERCHÈRE,Patrice,UMP,"Société Chasseurs Tarare",,Fonctionnement,113-07,1000
VERCHÈRE,Patrice,UMP,"Syndicat chevaux de trait",,Fonctionnement,154-11,1500
VERCHÈRE,Patrice,UMP,"Wassadou Pont Trambouze",,Fonctionnement,209-02,1000
VERDIER,Fabrice,SRC,Campagn'art,"1 Impasse des Aires 30360 Saint Hippolyte de Caton","Activités culturelles sur le canton de Vézenobres",224-02,5000
VERDIER,Fabrice,SRC,"Association pour la sauvegarde du château de Montalet","8 Cité Borie 30410 MOLIERES SUR CEZE","Aide au fonctionnement",175-01,8000
VERDIER,Fabrice,SRC,"ASPI association soutien pour l'insertion","Quai Boissier Sauvage 30100 Alès","Aide au fonctionnement",177-14,5000
VERDIER,Fabrice,SRC,"EPHAD de Saint Hilaire de Brethmas","131 chem Camp Ardon 30560 SAINT HILAIRE DE BRETHMAS","Terrasse d'accès au jardin et équipement pôle multisensoriel",157-04,5000
VERDIER,Fabrice,SRC,"Association Graines de lire","3 Bd Louis Blanc - Espace André Chamson","aide lectures handicapés",157-04,3000
VERDIER,Fabrice,SRC,"Association l'Amitié","30580 Fons sur Lussan","financement au profit d'un centre médical et chirurgical à Ouagadougou (Burkina Faso)",209-02,6000
VERDIER,Fabrice,SRC,"Atout faire","36 rue cavalerie 30100 ALES",,304-12,4000
VERDIER,Fabrice,SRC,"Théâtre en Gardonnenque","Hôtel de Ville 30190 Brignon","Aide à la diffusion",224-02,1500
VERDIER,Fabrice,SRC,"Les Amis du Chant de la Terre","Librairie Au Chant de la terre 16 rue Joliot Curie 30130 Pont Saint Esprit","Festival du livre - aide à l'organisation",224-02,3000
VERDIER,Fabrice,SRC,"Mairie de St Privat des Vieux","30340 Saint Privat des Vieux","Acquisition mobilier pour l'école",122-01,1500
VERDIER,Fabrice,SRC,"Mairie de Euzet","Hôtel de Ville  30360 Euzet","Mise aux normes handicapés de l'école",122-01,7500
VERDIER,Fabrice,SRC,"Mairie Saint Victor de Malcap","Hôtel de ville 30500 Saint Victor de Malcap","achat d'un parc informatique + mise en place robinet mixtes + volets roulants",122-01,3000
VERDIER,Fabrice,SRC,"Maire de Saint André de Roquepertuis","Hôtel de Ville 30630 Saint André de Roquepertuis","Acquisition mobilier Bibliothèque municipale",122-01,1500
VERDIER,Fabrice,SRC,"Mairie Saint Christol de Rodières","Hôtel de Ville 30760 Saint Christol de Rodières","Toilettes handicapées Mairie",122-01,3000
VERDIER,Fabrice,SRC,"Saint Bres",Maire,"équipement local activités réforme rythmes scolaires",122-01,1500
VERDIER,Fabrice,SRC,"Méjannes les Alès",Mairie,"Acquistion de lits et matelas pour école maternelle",122-01,1500
VERDIER,Fabrice,SRC,"Méjannes le Clap",Mairie,"Création ludothèque",122-01,1500
VERDIER,Fabrice,SRC,Lussan,Mairie,"Travaux de mise aux normes électriques de l'école",122-01,1500
VERDIER,Fabrice,SRC,"Saint Julien de Cassagnas",Mairie,"Rythmes scolaires",122-01,1500
VERDIER,Fabrice,SRC,Moussac,Mairie,"Matériel de cantine",122-01,1500
VERDIER,Fabrice,SRC,Carsan,Mairie,"Rythmes scolaires",122-01,1500
VERDIER,Fabrice,SRC,"Le Martinet",Mairie,"Rythmes scolaires",122-01,1500
VERDIER,Fabrice,SRC,Mons,Mairie,"Matériel sportif et aménagement jardin pédagogique",122-01,2000
VERDIER,Fabrice,SRC,Barjac,Mairie,"véhicule frigo portage repas domicile",122-01,2000
VERDIER,Fabrice,SRC,"Sainte Anastasie",Mairie,"chauffage au bois école publique",122-01,2000
VERDIER,Fabrice,SRC,Brignon,Mairie,"Remplacement barrières école",122-01,2000
VERDIER,Fabrice,SRC,"Saint Génies de Malgoires",Mairie,"Rythmes scolaires",122-01,3000
VERDIER,Fabrice,SRC,Baron,Mairie,"Toilettes handicapées Mairie",122-01,3000
VERDIER,Fabrice,SRC,"Saint Hilaire de Brethmas",Mairie,"Equipements divers pour services administratifs de l'école",122-01,3000
VERDIER,Fabrice,SRC,"Saint Julien les Rosiers",Mairie,"Jeux pour enfants",122-01,5000
VERDIER,Fabrice,SRC,"Fons sur Lussan",Mairie,"Réalisation d'un film sur le village",122-01,5000
VERDIER,Fabrice,SRC,"Mairie de Salindres",Mairie,"Plateau sportif à installer dans la cour de l'école primaire",122-01,8000
VERDIER,Fabrice,SRC,"Saint Martin de Valgalgues",Mairie,"Achat lits et matelas pour réforme Rythmes scolaires",122-01,1500
VERDIER,Fabrice,SRC,"Aubussargues - Bourdic","Mairie Aubussargues","Réaménagement salle d'activités réforme rythmes scolaires",122-01,2000
VERDIER,Fabrice,SRC,Dions,,"Travaux de sécurisation mur de l'école - Estimation travaux en cours environ 10 à 15000 €",122-01,1500
VERDIER,Fabrice,SRC,"St Jean de Maruejols",,"aire dejeux pour l'école",122-01,2000
VERDIER,Fabrice,SRC,Goudargues,Mairie,"Achat de videoprojecteur écran bancs",122-01,1478
VERDIER,Fabrice,SRC,"Saint Chaptes",Mairie,"Rythmes scolaires - achat tableau numérique",122-01,1500
VERDIER,Fabrice,SRC,"Saint Alexandre",Mairie,"Rythmes scolaires",122-01,1500
VERDIER,Fabrice,SRC,"St Laurent la Vernède",Mairie,"Rythmes scolaires",122-01,2000
VERDIER,Fabrice,SRC,"SIRP Laval St Roman Le Garn Issirca","30760 Le Garn","Acquisition mobilier divers école",122-01,2000
VERDIER,Fabrice,SRC,"St Just et Vacquières - Euzet - St Hippolyte Caton - Seynes","mairie de St Just",,122-01,2000
VERDIER,Fabrice,SRC,"Brignon - Cruviers-Lascours","Présidente : maire de Brignon","Divers équipements réforme rythmes scolaires",122-01,2000
VERDIER,Fabrice,SRC,Collorgues-Garrigues,,"Rythmes scolaires",122-01,2000
VERDIER,Fabrice,SRC,"Martignargues-St Cézaire Gauzignan-St Etienne de l'Olm-St Jean de Ceyrargues",,"Rythmes scolaires",122-01,2000
VERDIER,Fabrice,SRC,"SMAGE DES GARDONS","6 Avenue du Général Leclerc 30000 NIMES","Etude bassin versant de la Droude",122-01,2200
VERGNIER,Michel,SRC,"Entente Football Aubusson","Rue George Sand - 23200 AUBUSSON",Sports,219-01,2000
VERGNIER,Michel,SRC,"Espérance de Roches","23270 - Roches",Culture,224-02,2500
VERGNIER,Michel,SRC,"Association Sportive Soumanaise","Mairie - 23600 SOUMANS",Sports,219-01,1000
VERGNIER,Michel,SRC,"Association Scolaire St-Sulpice Les Champs","Ecole Primaire - 4, route d'Aubusson - 23480 ST-SULPICE LES CHAMPS","Vie associative locale",230-06,1000
VERGNIER,Michel,SRC,"US Parsac","Route du Stade - 23140 PARSAC",Sports,219-01,1000
VERGNIER,Michel,SRC,"La Chevauchée 23","Les Couperies Basses - 23320 BUSSIERE-DUNOISE",Sports,219-01,1000
VERGNIER,Michel,SRC,"Comité des Fêtes St-Priest d'Evaux","Mairie - 23110 ST-PRIEST D'EVAUX","Vie associative locale",163-01,1000
VERGNIER,Michel,SRC,APAJH,"23, rue Sylvain Blanchet - 23000 GUERET","Vie associative locale",157-04,15000
VERGNIER,Michel,SRC,"Association Sauvegarde La Broderie Sarrazine","Mairie - 23200 AUBUSSON",Culture,224-02,1000
VERGNIER,Michel,SRC,"Heven Rocks","24, rue Alexis Chambrouty _ 23140 JARNAGES",Culture,224-02,1000
VERGNIER,Michel,SRC,"Les Echos de Jarnages","23140 JARNAGES",Culture,224-02,1000
VERGNIER,Michel,SRC,"Entente Guérétoise","Rue Jean Bussière - 23000 GUERET",Sports,219-01,3000
