ID_SUBVENTION;NOM_BENEFICIAIRE;DESCRIPTION_SUBVENTION;ADRESSE_BENEFICIAIRE;PROGRAMME_PJL_FINANCE;MONTANT_SUBVENTION;PRENOM_NOM_DEPUTE_NOSDEPUTES;ID_DEPUTE_AN;ID_NOSDEPUTES;NOM_DEPUTE_NOSDEPUTES;PRENOM_DEPUTE_NOSDEPUTES;SEXE_DEPUTE;DATE_NAISSANCE_DEPUTE;LIEU_NAISSANCE_DEPUTE;ID_DEPARTEMENT;DEPARTEMENT_NOSDEPUTES;NUMERO_CIRCONSCRIPTION;DATE_DEBUT_MANDAT;DATE_FIN_MANDAT;MANDAT_CLOS;GROUPE_SIGLE;PARTI_RATTACHEMENT_FINANCIER;PROFESSION;PLACE_HEMICYCLE;URL_DEPUTE_AN;SLUG_NOSDEPUTES;URL_DEPUTE_NOSDEPUTES;API_NOSDEPUTES;NB_MANDATS
4311;Commune de Grenoble;travaux d'intérêt local;11, Bd Jean Pain ;122-01;30000;;642788;;;;;;;;;;;;;;;;;;;;;
4312;Commune de Gresse en Vercors;optimisation du process de neige de culture pour économie d'énergie et d'eau;Gresse en Vercors;122-01;8000;;342415;;;;;;;;;;;;;;;;;;;;;
4313;Commune de Grevilly;Réhabilitation de la salle communale ;Grevilly;122-01;2000;;608672;;;;;;;;;;;;;;;;;;;;;
4314;Commune de Grezet Cavagnan;Travaux de réfection de la toiture de l'école;Mairie - Le Bourg - 47250 GREZET CAVAGNAN;122-01;5000;;607287;;;;;;;;;;;;;;;;;;;;;
4315;Commune de Grignan;Assainissement;;122-01;10000;;2083;;;;;;;;;;;;;;;;;;;;;
4316;Commune de GRIGNY;Rénovation de la toiture de la mairie;;122-01;2000;;334149;;;;;;;;;;;;;;;;;;;;;
4317;Commune de GRIMAUCOURT PRES SAMPIGNY  ;Valorisation du village;;122-01;4400;;333421;;;;;;;;;;;;;;;;;;;;;
4318;Commune de Grisolles;Aménagement d'une aire de jeux;;122-01;8000;;605084;;;;;;;;;;;;;;;;;;;;;
4319;Commune de GRUNDVILLER;Restauration du calvaire;;122-01;3000;;267057;;;;;;;;;;;;;;;;;;;;;
4320;Commune de Grury;Restructuration d'un atelier communal suite a incendie;8, route Morvan - 71760 Grury;122-01;15000;;608686;;;;;;;;;;;;;;;;;;;;;
4321;Commune de Guarbecque;Extension et rénovation de l'ancien presbytère pour installation de la Mairie;Christophe FIANCETTE, Maire   (62330);122-01;21114;;608120;;;;;;;;;;;;;;;;;;;;;
4322;Commune de Guarguale;Travaux d'intérêt local;;122-01;20000;;267689;;;;;;;;;;;;;;;;;;;;;
4323;Commune de GUEBLANGE LES DIEUZE;Extension du réseau électrique;;122-01;5000;;267556;;;;;;;;;;;;;;;;;;;;;
4324;Commune de GUEBWILLER;Projet d'aménagement d'une trame verte au sein de la commune;;122-01;5000;;267358;;;;;;;;;;;;;;;;;;;;;
4325;Commune de Guécélard;Gymnase;Guécélard;122-01;6000;;608741;;;;;;;;;;;;;;;;;;;;;
4326;Commune de GUEDECOURT ;Rénovation du sol de la salle polyvalente;;122-01;1500;;267241;;;;;;;;;;;;;;;;;;;;;
4327;Commune de Guégon;Travaux d'intérêt local;56120 Guégon;122-01;12000;;607619;;;;;;;;;;;;;;;;;;;;;
4328;Commune de GUEMAR;Projet d'aménagement d'un terrain multisports;;122-01;8000;;267358;;;;;;;;;;;;;;;;;;;;;
4329;Commune de GUERANDE;Travaux de sécurisation des réseaux routiers;;122-01;20000;;267728;;;;;;;;;;;;;;;;;;;;;
4330;Commune de GUERCHEVILLE;Création d'une aire de jeux dans le parc de la mairie;;122-01;2793;;609245;;;;;;;;;;;;;;;;;;;;;
4331;Commune de GUERCHEVILLE;Réfection et isolation du plancher des combles de l'école;;122-01;4126;;609245;;;;;;;;;;;;;;;;;;;;;
4332;Commune de GUERIGNY;Isolation et rénovation de l'école maternelle Les Allées;58130 Guerigny;122-01;20000;;2338;;;;;;;;;;;;;;;;;;;;;
4333;Commune de GUERMANGE;Réalisation de travaux d'aménagement communal;;122-01;2500;;267556;;;;;;;;;;;;;;;;;;;;;
4334;Commune de GUERN;Restructuration de l'ancienne poste en vue de la création de logements;4 rue de la Vallée - 56310 Guern;122-01;10000;;607606;;;;;;;;;;;;;;;;;;;;;
4335;Commune de GUERVILLE;Travaux d'aménagement d'une aire de jeux en gazon synthétique;;122-01;3600;;609442;;;;;;;;;;;;;;;;;;;;;
4336;Commune de Guesnain;Réfection voirie;HdV - Rue Francisco Ferrer 59 870;122-01;33000;;267492;;;;;;;;;;;;;;;;;;;;;
4337;Commune de GUILERS;Construction, aménagement d'une maison de l'enfance et rénovation de l'association Amicale Laïque de loisirs 3/12 ans (ALSH);16 rue Charles de Gaulle BP 73, 29820 GUILERS;122-01;50000;;267695;;;;;;;;;;;;;;;;;;;;;
4338;Commune de Guingamp;Sécurisation et mise en accessibilité des espaces publics;Place du Champ au Roy 22200 GUINGAMP;122-01;9000;;605888;;;;;;;;;;;;;;;;;;;;;
4339;Commune de Guinglange;Acquisition d'un micro-tracteur et de ses accessoires;GUINGLANGE;122-01;4000;;607699;;;;;;;;;;;;;;;;;;;;;
4340;Commune de Guinkirchen;Réhabilitation de la mairie et de sa place;GUINKIRCHEN;122-01;4000;;607699;;;;;;;;;;;;;;;;;;;;;
4341;Commune de GUINZELING;Aménagement d'accessibilité de la mairie-école, église et cimetière;;122-01;3500;;267556;;;;;;;;;;;;;;;;;;;;;
4342;Commune de GUIPAVAS;Travaux d'intérêt Local;;122-01;20000;;606161;;;;;;;;;;;;;;;;;;;;;
4343;Commune de GUIRY EN VEXIN;Travaux de réfection de la toiture de la mairie;;122-01;8000;;1661;;;;;;;;;;;;;;;;;;;;;
4344;Commune de Guiscard;Achat d'une épareuse;HdV - Rue Chemin Blanc 60640;122-01;3000;;Groupe GDR;;;;;;;;;;;;;GDR;;;;;;;;
4345;Commune de Guiscriff;Construction d'un bâtiment pour l'accueil d'un pôle santé (cabinet médecin et aides soignants);;122-01;20000;;607632;;;;;;;;;;;;;;;;;;;;;
4346;Commune de GUITRY;Achat de mobilier urbain;;122-01;1000;;267148;;;;;;;;;;;;;;;;;;;;;
4347;Commune de Gumont;Réfection voies communales 2, 7 et 8 ;Gumont;122-01;2500;;605758;;;;;;;;;;;;;;;;;;;;;
4348;commune de Hagedet;rénovation de la mairie;Hautes Pyrénées;122-01;4500;;1496;;;;;;;;;;;;;;;;;;;;;
4349;Commune de HAGENTHAL-LE-HAUT;Aménagement de l'accès au site de déchets verts;;122-01;5000;;2529;;;;;;;;;;;;;;;;;;;;;
4350;Commune de HAGUENAU;Equipement informatique des écoles primaires publiques;;122-01;5000;;608434;;;;;;;;;;;;;;;;;;;;;
4351;Commune de HAGUENAU;Création d'un espace de répétition de musiques actuelles;;122-01;15000;;608434;;;;;;;;;;;;;;;;;;;;;
4352;Commune de HALLINES;Achat de tableaux interactifs;;122-01;1880;;608083;;;;;;;;;;;;;;;;;;;;;
4353;Commune de HALSTROFF;Financement d'un équipement cuisine pour le futur centre socio-éducatif;;122-01;10000;;343623;;;;;;;;;;;;;;;;;;;;;
4354;Commune de Hamel;Travaux d'aménagement des abords des bâtiments commnaux;HdV - 48 rue André Halle 59151;122-01;50000;;1141;;;;;;;;;;;;;;;;;;;;;
4355;Commune de HAN DEVANT PIERREPONT;Défense incendie;;122-01;10000;;1243;;;;;;;;;;;;;;;;;;;;;
4356;Commune de HANGVILLER;Equipement d'une salle multi-activités;;122-01;5000;;267556;;;;;;;;;;;;;;;;;;;;;
4357;Commune de HANNAPPES;Réalisation de travaux de mise en sécurité des piétons;;122-01;1600;;267260;;;;;;;;;;;;;;;;;;;;;
4358;Commune de Happencourt;Implantation radar pédagogique;;122-01;2000;;267080;;;;;;;;;;;;;;;;;;;;;
4359;Commune de HAPPONVILLIERS;Réhabilitation d'une maison pour installer la mairie et l'agence postale communale;;122-01;6000;;331567;;;;;;;;;;;;;;;;;;;;;
4360;Commune de HARAUCOURT;Acquisition d'une lame à neige;;122-01;1000;;2952;;;;;;;;;;;;;;;;;;;;;
4361;Commune de HARAUCOURT;Equipement de deux classes de l'école primaire en tableaux numériques;;122-01;1500;;2952;;;;;;;;;;;;;;;;;;;;;
4362;Commune de HARAVILLIERS;Acquisition de mobilier afin d'équiper la future salle polyvalente;;122-01;4206;;1661;;;;;;;;;;;;;;;;;;;;;
4363;Commune de HARGNIES ;Drainage et aménagement de fossés (RD 107 et 117);21 rue Bois 59138 HARGNIES;122-01;5000;;394;;;;;;;;;;;;;;;;;;;;;
4364;Commune de HARNES;Achat de collections - médiathèque Harnes;HARNES;122-01;5000;;267923;;;;;;;;;;;;;;;;;;;;;
4365;Commune de Haroue ;Aménagements extérieurs du stade;54740 HAROUE;122-01;4200;;607553;;;;;;;;;;;;;;;;;;;;;
4366;Commune de HARTMANNSWILLER;Achat d'un véhicule de première intervention pour le corps des sapeurs-pompiers volontaires;;122-01;5000;;267013;;;;;;;;;;;;;;;;;;;;;
4367;Commune de HATTSTATT;Projet de rénovation de l'école communale;;122-01;8000;;267358;;;;;;;;;;;;;;;;;;;;;
4368;Commune de HAUBOURDIN;Equipement des écoles élémentaires de la ville d'Haubourdin en tableaux blancs interactifs;;122-01;24000;;267200;;;;;;;;;;;;;;;;;;;;;
4369;Commune de HAURIET;Réhabilitation de l'école maternelle;;122-01;12000;;1252;;;;;;;;;;;;;;;;;;;;;
4370;Commune de HAUT LOQUIN;Travaux route de Licques 2ème tranche;4 rue Alquines 62850 Haut Loquin;122-01;10000;;608083;;;;;;;;;;;;;;;;;;;;;
4371;Commune de HAUT LOQUIN;Réfection de la toiture de l'école et de la mairie;4 rue Alquines 62850 Haut Loquin;122-01;4560;;608083;;;;;;;;;;;;;;;;;;;;;
4372;Commune de HAUT-CLOCHER;Création d'un espace cinéraire au cimetière communal;;122-01;2000;;267556;;;;;;;;;;;;;;;;;;;;;
4373;Commune de HAUTE-AMANCE;Restauration de la toiture de l'église de Troischamps;;122-01;4000;;267165;;;;;;;;;;;;;;;;;;;;;
4374;Commune de Hautmougey (88240);Aménagement de voirie communale;Commune de Hautmougey (88240);122-01;5000;;1362;;;;;;;;;;;;;;;;;;;;;
4375;Commune de HAVRE;Aménagement d'une aire de jeux dans le quartier Sanvic;;122-01;15000;;345619;;;;;;;;;;;;;;;;;;;;;
4376;Commune de HAYBES;Installation du chauffage central au groupe scolaire de Haybes;08170 Haybes;122-01;8000;;605278;;;;;;;;;;;;;;;;;;;;;
4377;Commune de HAZEBROUCK;Tableaux Numériques;;122-01;7368;;607892;;;;;;;;;;;;;;;;;;;;;
4378;Commune de HAZEMBOURG;Réalisation d'un columbarium;;122-01;4500;;267057;;;;;;;;;;;;;;;;;;;;;
4379;Commune de HAZEMBOURG;Renouvellement de la motorisation des cloches;;122-01;2500;;267057;;;;;;;;;;;;;;;;;;;;;
4380;Commune de Heillecourt;Transformation du terrain de football en schiste en terrain synthétique;58, Grande Rue - 54 180 HEILLECOURT;122-01;15000;;333335;;;;;;;;;;;;;;;;;;;;;
4381;Commune de HEILLES;Acquisition de mobilier scolaire;;122-01;2500;;267743;;;;;;;;;;;;;;;;;;;;;
4382;Commune de HEILLY;Travaux de restauration de deux verrières de la nef gauche et trois verrières de la nef droite de l'église;;122-01;3000;;1466;;;;;;;;;;;;;;;;;;;;;
4383;Commune de Heining les Bouzonville;Restauration des calvaires;HEINING LES BOUZONVILLE;122-01;3000;;607699;;;;;;;;;;;;;;;;;;;;;
4384;Commune de Hellemmes;Réaménagement des BCD dans les écoles communales (sols, peintures, tissus et mobiliers);;122-01;7500;;607761;;;;;;;;;;;;;;;;;;;;;
4385;Commune de Hellemmes;Création de poches de fleurissement ;;122-01;7500;;607761;;;;;;;;;;;;;;;;;;;;;
4386;Commune de HEM;Aménagement d’un étang de pêche;;122-01;30000;;267585;;;;;;;;;;;;;;;;;;;;;
4387;Commune de HEM;Aménagement chemins pietonniers;;122-01;35000;;267585;;;;;;;;;;;;;;;;;;;;;
4388;Commune de HENANSAL;rénovation de l'école en bibliothèque et salles multifonctions;22400 HENANSAL;122-01;20000;;341246;;;;;;;;;;;;;;;;;;;;;
4389;Commune de HENENCOURT;Réfection des façades de l'église;;122-01;5000;;1466;;;;;;;;;;;;;;;;;;;;;
4391;Commune de HENGWILLER;Projet d'aménagement global d'une partie du village;;122-01;15000;;608416;;;;;;;;;;;;;;;;;;;;;
4392;Commune de HERBECOURT ;Réfection du monument Maistrasse;;122-01;1000;;267241;;;;;;;;;;;;;;;;;;;;;
4393;Commune de HERCE ;Aménagement sécuritaire de l’agglomération;;122-01;10000;;267042;;;;;;;;;;;;;;;;;;;;;
4394;Commune de Hermonville;rénovation de l'église;;122-01;18900;;267797;;;;;;;;;;;;;;;;;;;;;
4395;Commune de HERPELMONT;Travaux de voirie;;122-01;10000;;856;;;;;;;;;;;;;;;;;;;;;
4396;Commune de HERRIN;Réhabilitation et extension de la mairie;;122-01;25000;;267200;;;;;;;;;;;;;;;;;;;;;
4397;Commune de HERRLISHEIM;Installation d'une rampe d'accès handicapés à l'école communale;;122-01;2000;;266776;;;;;;;;;;;;;;;;;;;;;
4398;Commune de HERTZING;Projet de réparation de l'église;;122-01;1000;;267556;;;;;;;;;;;;;;;;;;;;;
4399;Commune de HESTRUD;Réalisation d'un mur de soutènement suite à l'effondrement du mur d'enceinte de l'ancien presbytère ;HESTRUD;122-01;4574;;607769;;;;;;;;;;;;;;;;;;;;;
4400;Commune de HETTENSCHLAG;Réfection d'un chemin communal;;122-01;8000;;334654;;;;;;;;;;;;;;;;;;;;;
4401;Commune de HEUDICOURT;Extension du réseau d'eau potable;;122-01;4600;;267148;;;;;;;;;;;;;;;;;;;;;
4402;Commune de HEUGON;Travaux d'assainissement collectif de la commune;;122-01;15000;;608016;;;;;;;;;;;;;;;;;;;;;
4403;Commune de HEULAND;Déconstruction/Reconstruction de la mairie;;122-01;14500;;259;;;;;;;;;;;;;;;;;;;;;
4404;Commune de HEUQUEVILLE;Travaux de couverture du groupe scolaire;;122-01;5000;;267148;;;;;;;;;;;;;;;;;;;;;
4406;Commune de HEUTREGIVILLE;Projet d'accroissement du réseau d'éclairage public rue St Masmes;;122-01;45000;;417099;;;;;;;;;;;;;;;;;;;;;
4407;Commune de HILLION;AMENAGEMENT DE LOCAUX POUR L'ECOLE DE FOOTBALL;RUE DE LA TOUR DU FA;122-01;8000;;1963;;;;;;;;;;;;;;;;;;;;;
4408;Commune de HILLION;CONSTRUCTION D'UN LOCAL POUR L'ECOLE DE VTT;RUE DE LA TOUR DU FA;122-01;2000;;1963;;;;;;;;;;;;;;;;;;;;;
4409;Commune de Hinacourt;Accessibilité des bâtiments communaux;;122-01;1500;;267080;;;;;;;;;;;;;;;;;;;;;
4410;Commune de HINDISHEIM;Travaux d'aménagement du cimetière communal;;122-01;2000;;267355;;;;;;;;;;;;;;;;;;;;;
4411;Commune de HINSBOURG;Rénovation du sol de la salle multi-services;;122-01;3000;;608416;;;;;;;;;;;;;;;;;;;;;
4412;Commune de HOENHEIM;Travaux de mise aux normes handicapés dans divers bâtiments communaux;;122-01;14000;;2707;;;;;;;;;;;;;;;;;;;;;
4414;Commune de HOERDT;Création d'une maison des arts et du patrimoine;;122-01;25000;;608434;;;;;;;;;;;;;;;;;;;;;
4415;Commune de HOFFEN;Restructuration et réhabilitation de l'ancienne CMDP;;122-01;10000;;266776;;;;;;;;;;;;;;;;;;;;;
4416;Commune de Holacourt;Requalification de la rue principale en traverse du village;HOLACOURT;122-01;5000;;607699;;;;;;;;;;;;;;;;;;;;;
4417;Commune de Holnon;Création d'une aire de jeux pour les jeunes (poteaux de basket et de handball);;122-01;1000;;267080;;;;;;;;;;;;;;;;;;;;;
4418;Commune de HOLVING;Acquisition d'un tracteur;;122-01;3000;;267057;;;;;;;;;;;;;;;;;;;;;
4419;Commune de HOMMARTING;Travaux de restauration de voirie;;122-01;5500;;267556;;;;;;;;;;;;;;;;;;;;;
4420;Commune de HOMMERT;Aménagement du gite et du foyer communal;;122-01;5000;;267556;;;;;;;;;;;;;;;;;;;;;
4421;Commune de HOMPS;Eclairage public.;Mairie 32120 HOMPS;122-01;9000;;508;;;;;;;;;;;;;;;;;;;;;
4422;Commune de HON HERGIES;Travaux de réfection de la rue Michel Delcroix;HON HERGIES;122-01;5000;;607769;;;;;;;;;;;;;;;;;;;;;
4423;Commune de HORGUES;3ème tranche de travaux sur bâtiments communaux;;224-02;8000;;608292;;;;;;;;;;;;;;;;;;;;;
4424;Commune de Houchin;Construction de la cantine garderie;27 rue Béthune - 62620 HOUCHIN;122-01;10000;;1710;;;;;;;;;;;;;;;;;;;;;
4425;Commune de Houdain;Sécurisation des accès du groupe scolaire Elby;8 rue Salengro  - 62150 HOUDAIN;122-01;10000;;1710;;;;;;;;;;;;;;;;;;;;;
4426;Commune de HOUDAN;Travaux relatifs à l'amélioration thermique de la mairie;;122-01;18500;;609442;;;;;;;;;;;;;;;;;;;;;
4427;Commune de Houdreville ;Travaux voirie rue du Polaire + rue de la Chapelle;54330 HOUDREVILLE;122-01;2000;;607553;;;;;;;;;;;;;;;;;;;;;
4428;Commune de HOUESVILLE;Remplacement des toilettes publiques place de l'église;;122-01;3000;;266797;;;;;;;;;;;;;;;;;;;;;
4429;Commune de HOUESVILLE;Rénovation toilettes mairie;;122-01;2000;;266797;;;;;;;;;;;;;;;;;;;;;
4430;Commune de HOUILLES;Réfection des sanitaires et mise en accessibilité PMR du rdc de l'école du Réveil matin;;122-01;20000;;1954;;;;;;;;;;;;;;;;;;;;;
4431;Commune de HOULDICOURT;Travaux de remise à neuf de la toiture du bâtiment mairie-école;;122-01;2519;;267260;;;;;;;;;;;;;;;;;;;;;
4432;Commune de HOURS;Travaux sur bâtiments communaux;Mairie - 1 place de l'Eglise - 64420 HOURS;122-01;4000;;608235;;;;;;;;;;;;;;;;;;;;;
4433;Commune de HOYMILLE;Achat de mobilier pour l'église;;122-01;4960;;267762;;;;;;;;;;;;;;;;;;;;;
4434;Commune de HUETRE;Mise en conformité électrique et sonorisation de l'église;;122-01;4500;;268051;;;;;;;;;;;;;;;;;;;;;
4435;Commune de HUGIER;Travaux d'aménagement de la salle polyvalente;;122-01;1000;;608662;;;;;;;;;;;;;;;;;;;;;
4436;Commune de HUILLE;Extension des locaux scolaires;;122-01;7000;;2792;;;;;;;;;;;;;;;;;;;;;
4437;Commune de HULTEHOUSE;Projet de rénovation de voirie;;122-01;5000;;267556;;;;;;;;;;;;;;;;;;;;;
4438;Commune de Humberville;Travaux d'intérêt local;;122-01;4000;;923;;;;;;;;;;;;;;;;;;;;;
4439;Commune de HUNSPACH;Achat d'un tracteur communal;;122-01;20000;;266776;;;;;;;;;;;;;;;;;;;;;
4440;Commune de HUNSPACH;Rénovation de l'orgue de l'église communale;;122-01;5000;;266776;;;;;;;;;;;;;;;;;;;;;
4441;Commune de HURTIGHEIM;Réaménagement de la place publique attenante à la future mairie;;122-01;15000;;608380;;;;;;;;;;;;;;;;;;;;;
4442;Commune de HUTTENDORF;Aménagement de la place du village;;122-01;10000;;608434;;;;;;;;;;;;;;;;;;;;;
4443;Commune de ICHTRATZHEIM;Travaux de voirie et d'éclairage public dans les rues du stade, des mésanges et de la forêt;;122-01;10000;;267355;;;;;;;;;;;;;;;;;;;;;
4444;Commune de IDRON;Construction d'une garderie;Mairie 4 avenue des Pyrénées  - 64320 IGON;122-01;9000;;608235;;;;;;;;;;;;;;;;;;;;;
4445;Commune de IFS;Création d'un skate parc;;122-01;30000;;1198;;;;;;;;;;;;;;;;;;;;;
4446;Commune de Igé;Rénovation d'un local communal pour maintien d'une boulangerie;Igé;122-01;5000;;608672;;;;;;;;;;;;;;;;;;;;;
4447;Commune de IGNEY;Rénovation et extension d'un bâtiment en salle polyvalente;;122-01;5000;;267246;;;;;;;;;;;;;;;;;;;;;
4448;Commune de IGON;Aménagement de l'école publique;Mairie - Place Saint Vincent - 64800 IGON;122-01;17000;;608235;;;;;;;;;;;;;;;;;;;;;
4449;Commune de IMLING;Remplacement cuve à mazout Salle des fêtes;;122-01;2500;;267556;;;;;;;;;;;;;;;;;;;;;
4450;Commune de Intercom Séverine;Pôle socio-culturel et éducatif;6 rue du Haras  - 14380 St-Sever;122-01;10000;;2828;;;;;;;;;;;;;;;;;;;;;
4452;Commune de INTVILLE LA GUITARD;Changement des volets de l'immeuble de la mairie;;122-01;1000;;342935;;;;;;;;;;;;;;;;;;;;;
4453;Commune de IPPLING;Aménagement de la salle, des tribunes, des jeux de quilles et des locaux communaux;;122-01;15000;;267057;;;;;;;;;;;;;;;;;;;;;
4454;Commune de IRANCY;Aménagement d'une aire de jeux;;122-01;6000;;267785;;;;;;;;;;;;;;;;;;;;;
4455;Commune de ISQUES ;Travaux d'entretien parking des écoles;Mairie - 168 route nationale  - 62360 ISQUES ;122-01;8000;;267918;;;;;;;;;;;;;;;;;;;;;
4456;Commune de ISSANS;Rénovation du monument aux morts;;122-01;1000;;267576;;;;;;;;;;;;;;;;;;;;;
4457;Commune de Istres;Acquisition d'œuvres d'art;HdV - 3 rue Abel Aubrun 13800;122-01;20000;;340755;;;;;;;;;;;;;;;;;;;;;
4458;Commune de ITEUIL;Installation de jeux extérieurs à l'école maternelle;;122-01;1000;;336421;;;;;;;;;;;;;;;;;;;;;
4459;Commune de ITTEVILLE;Création d'un jardin d'insertion professionnelle;;122-01;7000;;2086;;;;;;;;;;;;;;;;;;;;;
4460;Commune de IVERNY;Travaux de fermeture du préau de l'école communale;;122-01;10000;;243;;;;;;;;;;;;;;;;;;;;;
4461;Commune de JABLINES;Travaux église de Jablines : 10 000 € ;;122-01;10000;;609292;;;;;;;;;;;;;;;;;;;;;
4462;Commune de Jabreilles les Bordes;Mise en place d'une chaudière bois;Mairie Bordes - 87370 Jabreilles-les-Bordes;122-01;10000;;609845;;;;;;;;;;;;;;;;;;;;;
4463;Commune de JACOU;Extension du Skate Park;rue de l'Hôtel de Ville - 34830 Jacou;122-01;15000;;606573;;;;;;;;;;;;;;;;;;;;;
4464;Commune de Jagny-sous-Bois;Réhabilitation de l'église St Léger - (monument historique);7 rue Chef de Ville 95850 JAGNY SOUS BOIS;122-01;10000;;536;;;;;;;;;;;;;;;;;;;;;
4465;Commune de JAIGNES;Achat d'un broyeur d'accotement;;122-01;1000;;917;;;;;;;;;;;;;;;;;;;;;
4466;Commune de Jainvillotte (88300);Réfection de voies communales et réalisation de trottoir le long de la RD 2;Commune de Jainvillotte (88300);122-01;3000;;1362;;;;;;;;;;;;;;;;;;;;;
4467;Commune de JALOGNES;Travaux d'isolation de la salle des fêtes;;122-01;6000;;1379;;;;;;;;;;;;;;;;;;;;;
4468;Commune de JANS;Construction d'une école;8 place de l'Eglise - 44170 Jans;122-01;30000;;607155;;;;;;;;;;;;;;;;;;;;;
4469;Commune de JANVILLE;Création d'un parking pour le cimetière;;122-01;4000;;1198;;;;;;;;;;;;;;;;;;;;;
4470;Commune de JANVILLE ;Aménagement cimetière cinéraire ; - ;122-01;9000;;1198;;;;;;;;;;;;;;;;;;;;;
4471;Commune de Janville sur Juine;Remplacement des menuiseries extérieure de l'école maternelle Louise Michel;JANVILLE SUR JUINE;122-01;20000;;609963;;;;;;;;;;;;;;;;;;;;;
4472;Commune de Janvry;aménagement intérieur de l'église;;122-01;7000;;267797;;;;;;;;;;;;;;;;;;;;;
4473;Commune de JANZE;Réalisation de la salle polyvalente à vocation culturelle;;122-01;25000;;606693;;;;;;;;;;;;;;;;;;;;;
4474;Commune de JARCIEU;Réaménagement de l'atelier des services techniques;;122-01;8000;;606888;;;;;;;;;;;;;;;;;;;;;
4475;Commune de Jarjaye;Achat de trois radars pédagogiques;Le Village - 05130 JARJAYE;122-01;4036;;605143;;;;;;;;;;;;;;;;;;;;;
4476;Commune de JARZE;Aménagement d'un espace culturel;;122-01;7000;;2792;;;;;;;;;;;;;;;;;;;;;
4477;Commune de JAX;Travaux d'aménagement du chemin d'accès aux sourses du Crouzet;;122-01;4500;;607090;;;;;;;;;;;;;;;;;;;;;
4478;Commune de JAYAT;Construction d'un pôle d'activités pédagogiques;;122-01;10000;;330008;;;;;;;;;;;;;;;;;;;;;
4479;Commune de JEANDELAINCOURT;Réhabilitation des locaux de la mairie;Commune de Jeandelaincourt - 2 route de Nomeny - 54114 JEANDELAINCOURT;122-01;13000;;1871;;;;;;;;;;;;;;;;;;;;;
4480;Commune de JOANNAS ;Construction de locaux pour les services techniques;Mairie 07110 JOANNAS;122-01;13000;;605261;;;;;;;;;;;;;;;;;;;;;
4481;Commune de JOGANVILLE;Remplacement d'une borne d'incendie;;122-01;850;;266797;;;;;;;;;;;;;;;;;;;;;
4482;Commune de Joinville;Voirie;;122-01;5000;;923;;;;;;;;;;;;;;;;;;;;;
4483;Commune de JONAGE;Travaux d'aménagement de l'entrée de la médiathèque municipale;;122-01;15000;;334906;;;;;;;;;;;;;;;;;;;;;
4484;Commune de Jonchery sur Vesle;rénovation du lavoir;;122-01;25000;;267797;;;;;;;;;;;;;;;;;;;;;
4485;Commune de JONCREUIL;Travaux de la mairie;;122-01;6000;;267178;;;;;;;;;;;;;;;;;;;;;
4486;Commune de JONQUIERES SAINT VINCENT ;Aménagement d'une salle d'EPS;30300 Jonquières Saint Vincent;122-01;30140;;606202;;;;;;;;;;;;;;;;;;;;;
4487;Commune de JONVILLE en WOEVRE  ;Rénovation de la grande rue;;122-01;4000;;333421;;;;;;;;;;;;;;;;;;;;;
4488;Commune de Joppécourt;Réfection réservoir château d'eau;28, Grand Rue 54620 JOPPECOURT;122-01;20000;;Groupe SRC;;;;;;;;;;;;;SRC;;;;;;;;
4489;Commune de Jorxey (88500);Travaux de voirie et d'assainissement pour la création d'un lotissement;Commune de Jorxey (88500);122-01;2600;;1362;;;;;;;;;;;;;;;;;;;;;
4490;Commune de Josse;micro-crèche;88 rue du Pont de la Môle 40230 Josse;122-01;25000;;1182;;;;;;;;;;;;;;;;;;;;;
4491;Commune de JOSSIGNY ;Projet de chicanes de stationnement dans la rue du château : 5 000 €;;122-01;5000;;609292;;;;;;;;;;;;;;;;;;;;;
4492;Commune de JOUEY;Création d'un espace repos et sanitaire - Ecole de Jouey;;122-01;4000;;2775;;;;;;;;;;;;;;;;;;;;;
4493;Commune de JOURS-EN-VAUX;Aménagement de l'accessibilité bâtiment mairie;;122-01;1500;;2775;;;;;;;;;;;;;;;;;;;;;
4494;Commune de JOUVENCON;Mise aux normes de la Mairie - accès handicapés;71290 Jouvençon;122-01;5000;;608695;;;;;;;;;;;;;;;;;;;;;
4495;Commune de JOUY-LE-MOUTIER;Aire de jeux dans le quartier des Merisiers;56 Grande Rue - 95280 Jouy-le-Moutier;122-01;10000;;610594;;;;;;;;;;;;;;;;;;;;;
4496;Commune de Jouy-le-Potier;Réfection de l’orgue;;122-01;9070;;332886;;;;;;;;;;;;;;;;;;;;;
4497;Commune de Joze;Construction d'un ensemble scolaire;HdV - 4 rue du Maréchal de Turenne 63350;122-01;10000;;267306;;;;;;;;;;;;;;;;;;;;;
4498;Commune de JUBLAINS;Participation aux travaux de réaménagement du groupe scolaire de Jublains;6 impasse Romaine - 53160 Jublains;122-01;7500;;Groupe SRC;;;;;;;;;;;;;SRC;;;;;;;;
4499;Commune de JURIGNAC;Réhabilitation et création de bâtiments communaux (2ème volet);Le Bourg 16250 JURIGNAC;122-01;20000;;2549;;;;;;;;;;;;;;;;;;;;;
4500;Commune de JUSSARUPT;Programme routier;;122-01;12000;;856;;;;;;;;;;;;;;;;;;;;;
4501;Commune de Jussy;Aménagement des anciens locaux de la Poste avec création d'une bibliothèque, création d'une agence postale communale, réhabilitation d'un logement communal;;122-01;7500;;267080;;;;;;;;;;;;;;;;;;;;;
